PARROQUIA;CODIGO_PARROQUIA;NOMBRE;CODIGO_INSTITUCION;TIPO_EDUCACION;SOSTENIMIENTO;ZONA;MODALIDAD;DOCENTES;TOTAL_ESTUDIANTES
CHIMBACALLE;170109;HUMBERTO MATA MARTINEZ;17H00933;Educación Regular;Fiscal;UrbanaINEC;Presencial;32;978
LA MAGDALENA;170121;CONCENTRACION DEPORTIVA PICHINCHA MATUTINA;17H00934;Educación Regular;Fiscal;UrbanaINEC;Presencial;30;956
SOLANDA;170131;FRANCISCO ZURITA GUAYASAMIN;17H00935;Educación Regular;Fiscal;UrbanaINEC;Presencial;18;637
LA FERROVIARIA;170119;PATRICIO ROMERO;17H00936;Educación Regular;Fiscal;UrbanaINEC;Presencial;14;657
SAN BARTOLO;170128;5 DE JUNIO;17H00937;Educación Regular;Fiscal;UrbanaINEC;Presencial;31;1049
SOLANDA;170131;PLINIO ROBALINO;17H00938;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;504
COMITE DEL PUEBLO;170105;QUITO LUZ DE AMERICA BLANTACH;17H00939;Educación Regular;Particular;UrbanaINEC;Presencial;17;75
COTOCOLLAO;170106;MEDITERRANEO;17H00940;Educación Regular;Particular;UrbanaINEC;Presencial;24;261
CARCELEN;170102;JOAQUIN GALLEGOS LARA;17H00941;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;770
CARCELEN;170102;CHARLES DICKENS;17H00942;Educación Regular;Particular;UrbanaINEC;Presencial;3;8
CARCELEN;170102;EFRATA;17H00943;Educación Regular;Particular;UrbanaINEC;Presencial;19;379
CARCELEN;170102;NAZARENO;17H00944;Educación Regular;Particular;UrbanaINEC;Presencial;11;94
CARCELEN;170102;HORIZONTES;17H00945;Popular Permanente;Fiscomisional;UrbanaINEC;Presencial;6;38
LA LIBERTAD;170120;JAKOB BERZELIUS;17H00946;Educación Regular;Particular;UrbanaINEC;Presencial;2;7
COTOCOLLAO;170106;LERO LERO CANDELERO;17H00947;Educación Regular;Particular;UrbanaINEC;Presencial;2;10
CARCELEN;170102;CAMPAMENTO CRISTIANO ESPERANZA;17H00948;Educación Regular;Particular;UrbanaINEC;Presencial;6;57
LA LIBERTAD;170120;SEMILLAS DE ESPERANZA;17H00949;Educación Regular;Particular;UrbanaINEC;Presencial;4;0
PONCEANO;170124;MIS ALEGRES CORDERITOS;17H00950;Educación Regular;Particular;UrbanaINEC;Presencial;1;27
LA LIBERTAD;170120;JOCARLO;17H00951;Educación Regular;Particular;UrbanaINEC;Presencial;13;0
CARCELEN;170102;LA ALBORADA;17H00952;Educación Regular;Particular;UrbanaINEC;Presencial;21;244
CARCELEN;170102;REPUBLICA DE RUMANIA;17H00953;Educación Regular;Fiscal;UrbanaINEC;Presencial;61;1105
CALDERON (CARAPUNGO);170155;JAVERIANO;17H00954;Educación Regular;Particular;RuralINEC;Presencial;27;223
CARCELEN;170102;EL PARVULARIO;17H00955;Educación Especial;Particular;UrbanaINEC;Presencial;8;52
LA LIBERTAD;170120;AMAZONAS DEL ECUADOR;17H00956;Educación Regular;Particular;UrbanaINEC;Presencial;18;0
LA LIBERTAD;170120;COLEGIO MANSEL;17H00957;Educación Regular;Particular;UrbanaINEC;Presencial;14;69
PONCEANO;170124;JEAN JACQUES ROUSSEAU;17H00958;Educación Regular;Particular;UrbanaINEC;Presencial;26;199
CARCELEN;170102;FEDERICO GONZALEZ  SUAREZ;17H00959;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;523
CARCELEN;170102;CARLOTA JARAMILLO DE ARAUJO;17H00960;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;87
CARCELEN;170102;CARCELEN;17H00961;Educación Regular;Fiscal;UrbanaINEC;Presencial;28;725
CARCELEN;170102;JEROME BRUNER;17H00962;Educación Regular;Particular;UrbanaINEC;Presencial;11;76
LA LIBERTAD;170120;EL TREBOL;17H00963;Educación Regular;Particular;UrbanaINEC;Presencial;12;85
PONCEANO;170124;THOMAS MALTHUS;17H00964;Educación Regular;Particular;UrbanaINEC;Presencial;17;192
CARCELEN;170102;ERNESTO ALBAN MOSQUERA;17H00965;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;69
CARCELEN;170102;MARIA ANGELICA CARRILLO DE MATA MARTINEZ;17H00966;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;83
LA LIBERTAD;170120;EDUCACION INICIAL FRAU KLIER;17H00967;Educación Regular;Particular;UrbanaINEC;Presencial;4;40
CARCELEN;170102;FRAU KLIER;17H00968;Educación Regular;Particular;UrbanaINEC;Presencial;14;188
CARCELEN;170102;SAN FELIPE NERI;17H00969;Educación Regular;Particular;UrbanaINEC;Presencial;2;5
CARCELEN;170102;CAUSAY RIMAY;17H00970;Educación Regular;Particular;UrbanaINEC;Presencial;2;15
CARCELEN;170102;LIGDANO CHAVEZ;17H00971;Educación Regular;Fiscal;UrbanaINEC;Presencial;41;955
LA LIBERTAD;170120;ISABEL VENDRANIDE;17H00972;Educación Regular;Particular;UrbanaINEC;Presencial;4;0
PONCEANO;170124;REPUBLICA DE HONDURAS;17H00973;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;96
CARCELEN;170102;ARCO IRIS;17H00974;Educación Regular;Particular;UrbanaINEC;Presencial;1;19
CARCELEN;170102;EMILIO SALGARI;17H00975;Educación Regular;Particular;UrbanaINEC;Presencial;10;67
PUENGASI;170125;DR MIGUEL ANGEL ZAMBRANO;17H00976;Educación Regular;Fiscal;UrbanaINEC;Presencial;32;544
CHIMBACALLE;170109;LUIS RIVADENEIRA ECHEVERRIA;17H00977;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;167
LA MAGDALENA;170121;ISOLINA VITERI DE ARREGUI;17H00984;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;170
CHIMBACALLE;170109;REPUBLICA DE GUATEMALA;17H00985;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;364
CHIMBACALLE;170109;EL NUEVO LUCIANO DE QUITO;17H00986;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;61
CALDERON (CARAPUNGO);170155;DOMINGO SAVIO;17H00987;Educación Regular;Particular;RuralINEC;Presencial;13;88
LA FERROVIARIA;170119;OTTO AROSEMENA GOMEZ;17H00988;Educación Regular;Fiscal;UrbanaINEC;Presencial;22;550
PUENGASI;170125;ABDON MICHILENA;17H00989;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;502
CHIMBACALLE;170109;CRISTIANA KYRYOS;17H00990;Educación Regular;Particular;UrbanaINEC;Presencial;24;391
CHIMBACALLE;170109;PIO XII;17H00991;Educación Regular;Particular;UrbanaINEC;Presencial, Semipresencial y A Distancia;10;69
PUENGASI;170125;CLUB DE LEONES;17H00992;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;339
CHIMBACALLE;170109;JESUS MARIA YEPES;17H00993;Educación Regular;Fiscal;UrbanaINEC;Presencial;24;644
PUENGASI;170125;HUMBERTO VACA GOMEZ;17H00994;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;570
CHIMBACALLE;170109;LINCOLN LARREA BENALCAZAR;17H00995;Educación Regular;Particular;UrbanaINEC;Presencial;7;58
CHIMBACALLE;170109;JORGE ESCUDERO MOSCOSO;17H00996;Educación Regular;Fiscal;UrbanaINEC;Presencial;25;688
CHIMBACALLE;170109;REPUBLICA  ARGENTINA;17H00997;Educación Regular;Fiscal;UrbanaINEC;Presencial;25;635
CHIMBACALLE;170109;CASA DE LA CULTURA ECUATORIANA;17H00998;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;274
CHIMBACALLE;170109;MI NUEVO MUNDO;17H00999;Educación Regular;Particular;UrbanaINEC;Presencial;4;72
CHIMBACALLE;170109;OSCAR EFREN REYES;17H01000;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;797
CHIMBACALLE;170109;LUIS A MARTINEZ;17H01001;Educación Regular;Fiscal;UrbanaINEC;Presencial;21;513
CHIMBACALLE;170109;CARLOS BENJAMIN ROSALES;17H01002;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;138
LA MAGDALENA;170121;KYNYOS JARDIN;17H01003;Educación Regular;Particular;UrbanaINEC;Presencial;2;46
CHIMBACALLE;170109;EDUARDO SALAZAR GOMEZ;17H01004;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;315
PUENGASI;170125;DR. EDUARDO ESTRELLA;17H01005;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;12
IÑAQUITO;170112;DOMINGO FAUSTINO SARMIENTO;17H01006;Educación Regular;Fiscal;UrbanaINEC;Presencial;29;827
IÑAQUITO;170112;CARMELA MIDEROS DE ALMEIDA;17H01007;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;66
IÑAQUITO;170112;REINO DE BELGICA;17H01008;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;358
IÑAQUITO;170112;LA CONDAMINE;17H01009;Educación Regular;Particular;UrbanaINEC;Presencial;84;1273
IÑAQUITO;170112;SAN FRANCISCO DE QUITO;17H01010;Educación Regular;Fiscal;UrbanaINEC;Presencial;44;1340
RUMIPAMBA;170127;EL PINAR;17H01011;Educación Regular;Particular;UrbanaINEC;Presencial;12;37
IÑAQUITO;170112;REPUBLICA DE BOLIVIA;17H01012;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;606
JIPIJAPA;170114;LICEO INTERNACIONAL;17H01013;Educación Regular;Particular;UrbanaINEC;Presencial;97;807
JIPIJAPA;170114;NUESTRA SEÑORA DEL ROSARIO;17H01014;Educación Regular;Particular;UrbanaINEC;Presencial;56;1130
IÑAQUITO;170112;INSTITUTO EDUCATIVO Y PSICOTERAPEUTICO DEL NINO;17H01015;Educación Especial;Fiscomisional;UrbanaINEC;Presencial;8;46
IÑAQUITO;170112;THEODORE W  ANDERSON;17H01016;Educación Regular;Particular;UrbanaINEC;Presencial;69;822
JIPIJAPA;170114;ECUATORIANO ESPAÑOL AMERICA LATINA;17H01017;Educación Regular;Particular;UrbanaINEC;Presencial;38;457
SAN ISIDRO DEL INCA;170129;NUEVA ENSEÑANZA ECOLOGICA;17H01018;Educación Regular;Particular;UrbanaINEC;Presencial;16;106
MARISCAL SUCRE;170123;ANDINO;17H01019;Educación Regular;Particular;UrbanaINEC;Presencial;47;942
LA MENA;170122;ALEXANDER YON HUMBOLDT;17H01020;Educación Regular;Particular;UrbanaINEC;Presencial;12;64
CARCELEN;170102;CIUDAD DE ZARUMA;17H01021;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;544
TURUBAMBA;170132;NUEVA ACADEMIA  SALVADOR;17H01023;Educación Regular;Particular;UrbanaINEC;Presencial;9;88
MARISCAL SUCRE;170123;PEKE TALENTOS;17H01024;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
MARISCAL SUCRE;170123;MARIA MADRE GUARDIANA DE LA FE;17H01025;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
CHILLOGALLO;170108;AMIGUITOS DEL FUTURO;17H01026;Educación Regular;Particular;UrbanaINEC;Presencial;6;76
MARISCAL SUCRE;170123;MI RINCON TRAVIESO;17H01027;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
MARISCAL SUCRE;170123;LICEO BERNARDO OHIGGENS;17H01028;Educación Regular;Particular;UrbanaINEC;Presencial;7;14
GUAMANI;170111;MARIA ESTHER INTEGRAL;17H01029;Educación Regular;Particular;UrbanaINEC;Presencial;1;11
MARISCAL SUCRE;170123;LOS PINITOS;17H01030;Educación Regular;Particular;UrbanaINEC;Presencial;2;7
MARISCAL SUCRE;170123;JUAN WISNETH;17H01031;Popular Permanente;Municipal;UrbanaINEC;Presencial;5;123
MARISCAL SUCRE;170123;CARLOS MONTUFAR;17H01032;Educación Regular;Particular;UrbanaINEC;A Distancia;7;110
GUAMANI;170111;MAX LEDERMAN;17H01033;Educación Regular;Particular;UrbanaINEC;Presencial;13;186
TURUBAMBA;170132;PAUL CEZANNE;17H01034;Educación Regular;Particular;UrbanaINEC;Presencial;8;86
GUAMANI;170111;15 DE DICIEMBRE;17H01035;Educación Regular;Fiscal;UrbanaINEC;Presencial;27;436
GUAMANI;170111;PEDRO VICENTE MALDONADO;17H01036;Educación Regular;Particular;UrbanaINEC;Presencial;8;118
MARISCAL SUCRE;170123;JIM IRWIN  2;17H01037;Educación Regular;Particular;UrbanaINEC;Presencial;29;498
GUAMANI;170111;LEWIS MADISON TERMAN;17H01038;Educación Regular;Particular;UrbanaINEC;Presencial;10;169
TURUBAMBA;170132;SAN JUAN BOSCO;17H01039;Educación Regular;Particular;UrbanaINEC;Presencial;14;105
GUAMANI;170111;DR. NICANOR LARREA;17H01040;Educación Regular;Particular;UrbanaINEC;Presencial;7;55
GUAMANI;170111;DR. RICARDO CORNEJO;17H01041;Educación Regular;Fiscal;UrbanaINEC;Presencial;39;650
CHILLOGALLO;170108;MUNDO FELIZ;17H01042;Educación Regular;Particular;UrbanaINEC;Presencial;9;195
TURUBAMBA;170132;CONTRALMIRANTE MANUEL NIETO CADENA;17H01043;Educación Regular;Fiscal;UrbanaINEC;Presencial;16;482
TURUBAMBA;170132;VENCEREMOS UNO;17H01044;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;16
GUAMANI;170111;GIRASOLES DEL SUR;17H01045;Educación Regular;Particular;UrbanaINEC;Presencial;2;23
GUAMANI;170111;FERNANDEZ DE LIZARDI;17H01046;Educación Regular;Particular;UrbanaINEC;Presencial;9;136
MARISCAL SUCRE;170123;JEFFERSON SCHOOL;17H01047;Educación Regular;Particular;UrbanaINEC;Presencial;1;117
GUAMANI;170111;MARIA LUCILA QUINTANA;17H01048;Educación Regular;Particular;UrbanaINEC;Presencial;3;14
MARISCAL SUCRE;170123;GENESIS MILENIUM;17H01049;Educación Regular;Particular;UrbanaINEC;Presencial;6;95
GUAMANI;170111;SAMUEL FRITZ;17H01050;Educación Regular;Particular;UrbanaINEC;Presencial;2;12
TURUBAMBA;170132;VINCENT VAN GOGH;17H01051;Educación Regular;Particular;UrbanaINEC;Presencial;14;107
TURUBAMBA;170132;MADRE MARIA BERENICE0848401;17H01052;Educación Regular;Particular;UrbanaINEC;Presencial;13;174
GUAMANI;170111;CELIANO MONGE;17H01053;Educación Regular;Fiscal;UrbanaINEC;Presencial;38;1291
GUAMANI;170111;CIUDAD DE BERGEN;17H01054;Educación Regular;Particular;UrbanaINEC;Presencial;7;82
TURUBAMBA;170132;CAMINO DEL INCA;17H01055;Educación Regular;Fiscal;UrbanaINEC;Presencial;24;583
TURUBAMBA;170132;RIOBAMBA;17H01056;Educación Regular;Fiscal;UrbanaINEC;Presencial;27;783
CHILLOGALLO;170108;JUAN GELMAN;17H01057;Educación Regular;Particular;UrbanaINEC;Presencial;11;236
TURUBAMBA;170132;VALENCIA HERRERA;17H01058;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;807
QUITUMBE;170126;RAFAEL CRUZ CEVALLOS;17H01059;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;499
MARISCAL SUCRE;170123;JEFERSON SCHOOL;17H01060;Educación Regular;Particular;UrbanaINEC;Presencial;15;48
JIPIJAPA;170114;REINO DE DINAMARCA;17H01062;Educación Regular;Particular;UrbanaINEC;Presencial;5;27
SAN ISIDRO DEL INCA;170129;BRITANICO INTERNACIONAL;17H01063;Educación Regular;Particular;UrbanaINEC;Presencial;52;446
PONCEANO;170124;LICEO JHON DALTON;17H01064;Educación Regular;Particular;UrbanaINEC;Presencial;20;127
KENNEDY;170115;PABLO PICASSO;17H01065;Educación Regular;Particular;UrbanaINEC;Presencial;4;12
KENNEDY;170115;REPÚBLICA DE CHINA NACIONALISTA;17H01066;Educación Regular;Fiscal;UrbanaINEC;Presencial;24;683
COMITE DEL PUEBLO;170105;MANUELA GARAICOA DE CALDERON;17H01067;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;91
KENNEDY;170115;GABRIELA MISTRAL;17H01068;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;188
PONCEANO;170124;SANTA INFANCIA;17H01069;Educación Regular;Particular;UrbanaINEC;Presencial;11;60
PONCEANO;170124;DEMETRIO SAN PEDRO;17H01070;Educación Regular;Particular;UrbanaINEC;Presencial;14;131
SAN ISIDRO DEL INCA;170129;12 DE OCTUBRE;17H01071;Educación Regular;Fiscal;UrbanaINEC;Presencial;22;495
PONCEANO;170124;SURCOS;17H01072;Educación Regular;Particular;UrbanaINEC;Presencial;24;162
PONCEANO;170124;MEXICANO;17H01073;Educación Regular;Particular;UrbanaINEC;Presencial;3;18
CARCELEN;170102;EMILIO ZOLA;17H01074;Educación Regular;Particular;UrbanaINEC;Presencial;10;85
SAN ISIDRO DEL INCA;170129;LICEO DE CIENCIAS Y ARTES;17H01075;Educación Regular;Particular;UrbanaINEC;Presencial;21;285
KENNEDY;170115;ALMIRANTE NELSON;17H01076;Educación Regular;Particular;UrbanaINEC;Presencial;45;479
KENNEDY;170115;MIS PRIMEROS AÑOS;17H01077;Educación Regular;Particular;UrbanaINEC;Presencial;5;30
PONCEANO;170124;LA GRANJA AZUL;17H01078;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
KENNEDY;170115;FREEDOM;17H01079;Educación Regular;Particular;UrbanaINEC;Presencial;5;37
KENNEDY;170115;MANUEL ADRIAN NAVARRO;17H01080;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;360
SAN ISIDRO DEL INCA;170129;HONTANAR;17H01081;Educación Regular;Particular;UrbanaINEC;Presencial;68;658
PONCEANO;170124;JOHN DAVISON ROCKEFELLER;17H01082;Educación Regular;Particular;UrbanaINEC;Presencial;29;197
COMITE DEL PUEBLO;170105;DR. MANUEL BENJAMIN CARRION MORA;17H01083;Educación Regular;Fiscal;UrbanaINEC;Presencial;56;1112
KENNEDY;170115;JUAN FRANCISCO LEORO VASQUEZ;17H01084;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;542
SAN ISIDRO DEL INCA;170129;LICEO DE LOS ANDES;17H01085;Educación Regular;Particular;UrbanaINEC;Presencial;16;74
PONCEANO;170124;AGAZZI;17H01086;Educación Regular;Particular;UrbanaINEC;Presencial;9;53
SAN ISIDRO DEL INCA;170129;TOMAS MORO;17H01087;Educación Regular;Particular;UrbanaINEC;Presencial;95;979
JIPIJAPA;170114;MARISTA;17H01088;Educación Regular;Particular;UrbanaINEC;Presencial;37;775
SAN ISIDRO DEL INCA;170129;JOSEPH JHON  THOMSON;17H01089;Educación Regular;Particular;UrbanaINEC;Presencial;15;253
PONCEANO;170124;WAY KENDALL;17H01090;Educación Regular;Particular;UrbanaINEC;Presencial;5;49
SAN ISIDRO DEL INCA;170129;CORDOVA;17H01091;Educación Regular;Particular;UrbanaINEC;Presencial;20;171
JIPIJAPA;170114;UNION NACIONAL DE PERIODISTAS;17H01092;Educación Regular;Fiscal;UrbanaINEC;Presencial;23;508
COMITE DEL PUEBLO;170105;PAUL VALERY;17H01093;Educación Regular;Particular;UrbanaINEC;Presencial;24;187
SAN ISIDRO DEL INCA;170129;UNION NACIONAL DE PERIODISTAS;17H01094;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;400
COCHAPAMBA;170104;EMILIO GINO SEGRE;17H01095;Educación Regular;Particular;UrbanaINEC;Presencial;20;76
PONCEANO;170124;LA VOZ DEL SILENCIO;17H01096;Educación Especial;Particular;UrbanaINEC;Presencial;4;18
COMITE DEL PUEBLO;170105;TOMAS ABEL RIVADENEIRA;17H01097;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;106
SAN ISIDRO DEL INCA;170129;ALBERTO MUÑOZ VERNAZA;17H01098;Educación Regular;Particular;UrbanaINEC;Presencial;2;4
PONCEANO;170124;LEIBNITZ;17H01099;Educación Regular;Particular;UrbanaINEC;Presencial;21;220
PONCEANO;170124;AVENTURAS DE GONZALO;17H01100;Educación Regular;Particular;UrbanaINEC;Presencial;1;22
JIPIJAPA;170114;RUPERTO ALARCON;17H01101;Educación Regular;Fiscal;UrbanaINEC;Presencial;5;120
SAN ISIDRO DEL INCA;170129;PEDRO LUIS CALERO;17H01102;Educación Regular;Particular;UrbanaINEC;Presencial;29;454
SAN ISIDRO DEL INCA;170129;MARTIM  CERERE;17H01103;Educación Regular;Particular;UrbanaINEC;Presencial;83;980
KENNEDY;170115;UNION NACIONAL DE EDUCADORES;17H01104;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;778
JIPIJAPA;170114;EL INCA;17H01105;Educación Regular;Particular;UrbanaINEC;Presencial;2;15
KENNEDY;170115;DE AMERICA MARÍA A CARRILLO DE MATA M;17H01106;Educación Regular;Particular;UrbanaINEC;Presencial;98;1757
KENNEDY;170115;AMOR Y TERNURA DE JESUS;17H01107;Educación Regular;Particular;UrbanaINEC;Presencial;5;21
PONCEANO;170124;NUEVO MUNDO;17H01108;Educación Regular;Particular;UrbanaINEC;Presencial;28;226
PONCEANO;170124;PARAISO INFANTIL;17H01109;Educación Regular;Particular;UrbanaINEC;Presencial;6;0
KENNEDY;170115;HORIZONTES DE QUITO;17H01110;Educación Regular;Particular;UrbanaINEC;Presencial;11;152
SAN ISIDRO DEL INCA;170129;CASA PEKES;17H01111;Educación Regular;Particular;UrbanaINEC;Presencial;2;4
CARCELEN;170102;HANSEI;17H01112;Educación Regular;Particular;UrbanaINEC;Presencial;20;201
LA ARGELIA;170116;INTI;17H01114;Popular Permanente;Particular;UrbanaINEC;Presencial;4;19
PUENGASI;170125;REPUBLICA DEL LIBANO;17H01115;Educación Regular;Fiscal;UrbanaINEC;Presencial;6;116
CHIMBACALLE;170109;RAQUEL VERDESOTO DE ROMO DAVILA;17H01117;Educación Regular;Fiscal;UrbanaINEC;Presencial;11;263
PUENGASI;170125;JOSE M. URBINA MAYORGA;17H01118;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;67
CHILLOGALLO;170108;TIWINTZA;17H01119;Educación Regular;Particular;UrbanaINEC;A Distancia;12;104
PUENGASI;170125;AMBATO;17H01120;Popular Permanente;Particular;UrbanaINEC;Presencial;5;9
LA FERROVIARIA;170119;CLAUDIO MONTEVERDI;17H01122;Educación Regular;Particular;UrbanaINEC;Presencial;3;58
PUENGASI;170125;JHIRE;17H01123;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
PUENGASI;170125;CHILDREN`S PARK;17H01125;Educación Regular;Particular;UrbanaINEC;Presencial;2;31
SAN BARTOLO;170128;VIRGINIA LARENAS;17H01127;Educación Regular;Fiscal;UrbanaINEC;Presencial;31;1018
CHILLOGALLO;170108;IINSTITUTO TECNOLÓGICO SUPERIOR  CONSEJO PROVINCIAL DE PICHINCHA;17H01128;Educación Regular;Fiscal;UrbanaINEC;Presencial;258;6721
PUENGASI;170125;READ AN WRITE;17H01129;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
PUENGASI;170125;BERTRAND RUSSELL;17H01130;Educación Regular;Particular;UrbanaINEC;Presencial;5;0
PUENGASI;170125;GOTITAS DE ESPERANZA;17H01131;Educación Regular;Particular;UrbanaINEC;Presencial;4;63
PUENGASI;170125;MIS ANGELITOS;17H01132;Educación Regular;Particular;UrbanaINEC;Presencial;4;21
PUENGASI;170125;ISMAEL;17H01134;Educación Regular;Particular;UrbanaINEC;Presencial;3;14
LA FERROVIARIA;170119;BENJAMIN CARRION;17H01135;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;35
CHIMBACALLE;170109;JOSE RICARDO CHIRIBOGA VILLAGOMEZ;17H01136;Popular Permanente;Municipal;UrbanaINEC;Presencial;20;342
PUENGASI;170125;RINCONCITOS ENCANTADOS;17H01137;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;3;15
PUENGASI;170125;ANGELITOS DE JESUS;17H01141;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
LA ARGELIA;170116;LOS PINOS;17H01143;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;38
CHIMBACALLE;170109;NIÑOS DE WAITA TICCA;17H01144;Educación Regular;Particular;UrbanaINEC;Presencial;5;36
PUENGASI;170125;ESTRELLITAS DEL SABER;17H01146;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
PUENGASI;170125;LUCIA BURNEO;17H01148;Educación Regular;Municipal;UrbanaINEC;Presencial;4;50
PUENGASI;170125;MI HOGAR DE CHOCOLATE;17H01149;Educación Regular;Particular;UrbanaINEC;Presencial;2;49
PUENGASI;170125;SOS LUCHA DE LOS POBRES;17H01150;Educación Regular;Particular;UrbanaINEC;Presencial;7;0
PUENGASI;170125;UNA MANO AMIGA CDI;17H01151;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
PUENGASI;170125;IBERICO;17H01152;Educación Regular;Particular;UrbanaINEC;Presencial;3;37
PUENGASI;170125;ESTRELLITAS DE LA VIDA;17H01153;Educación Regular;Particular;UrbanaINEC;Presencial;6;0
CHILLOGALLO;170108;MERLEAU PONTY;17H01154;Educación Regular;Particular;UrbanaINEC;Presencial;5;66
PUENGASI;170125;SUEÑOS DE NIÑOS;17H01155;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
PUENGASI;170125;ORQUIDIAS JUNIOR COLLERGIE;17H01157;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
SAN BARTOLO;170128;BOTTICELLI;17H01158;Educación Regular;Particular;UrbanaINEC;Presencial;4;15
PUENGASI;170125;CCDI RAYITOS DE LUZ;17H01159;Educación Regular;Particular;UrbanaINEC;Presencial;6;0
PUENGASI;170125;PANCHITOS;17H01160;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;0
PUENGASI;170125;S.O.S ALDEA DEL NINO ECUADOR ARGELIA;17H01161;Educación Regular;Particular;UrbanaINEC;Presencial;5;0
PUENGASI;170125;NUEVO DIA;17H01162;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
PUENGASI;170125;CENTRO  DE DESARROLLO INFANTIL RICITOS DE ORO;17H01163;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;1;12
PUENGASI;170125;INTI;17H01164;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;10;158
LA ECUATORIANA;170118;NUEVA GENERACION;17H01167;Educación Regular;Particular;UrbanaINEC;Presencial;11;213
PUENGASI;170125;FAMILIA EL NINO;17H01168;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
LA FERROVIARIA;170119;ZEUS;17H01171;Educación Regular;Particular;UrbanaINEC;Presencial;2;42
PUENGASI;170125;CASITA DE CHOCOLATE;17H01172;Educación Regular;Particular;UrbanaINEC;Presencial;3;41
LA FERROVIARIA;170119;SANTA MARIA D MAZZARELLO;17H01173;Educación Regular;Particular;UrbanaINEC;Presencial;50;874
PUENGASI;170125;CDI SAN JORGE;17H01174;Educación Regular;Particular;UrbanaINEC;Presencial;2;8
LA FERROVIARIA;170119;ARNOLD GESSEL;17H01175;Educación Regular;Particular;UrbanaINEC;Presencial;2;20
PUENGASI;170125;MI NUEVO MUNDO;17H01176;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
PUENGASI;170125;ANGEL POLIBIO CORDOVA  SANTANDER;17H01177;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;217
CHIMBACALLE;170109;JOHANN STRAUSS;17H01178;Educación Regular;Particular;UrbanaINEC;Presencial;16;222
PUENGASI;170125;JESUCITO CHILDRENS;17H01179;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
PUENGASI;170125;NUESTRA MADRE DE CONSOLACION;17H01180;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
PUENGASI;170125;BOB ESPONJA Y SUS AMIGOS;17H01181;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
PUENGASI;170125;VIDA NUEVA;17H01182;Educación Regular;Particular;UrbanaINEC;Presencial;14;471
PUENGASI;170125;BROTESITOS DE PENSAMIENTO;17H01183;Educación Regular;Particular;UrbanaINEC;Presencial;0;0
